surface_form,entry_type,pinyin,tone,definition,radical,stroke_count,hsk_level,frequency_rank,note
모으다,word,moeuda,,"gather,get together",,,B,508,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=498; source_complexity=B; pos=동; classification=verb; senses=1
자료,word,jaryo,,"materials,data",,,B,509,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=499; source_complexity=B; pos=명; classification=noun; hanja_ref=資料; senses=1
존재,word,jonjae,,Existence,,,C,510,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=500; source_complexity=C; pos=명; classification=noun; hanja_ref=存在; senses=1
학년,word,haknyeon,,A school year,,,A,512,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=501; source_complexity=A; pos=명; classification=noun; hanja_ref=學年; senses=1
신문,word,sinmun,,A newspaper,,,A,513,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=502; source_complexity=A; pos=명; classification=noun; hanja_ref=新聞; senses=1
이해하다,word,ihaehada,,To understand,,,A,515,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=504; source_complexity=A; pos=동; classification=verb; hanja_ref=理解-; senses=1
제품,word,jepum,,Manufactured goods,,,B,516,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=505; source_complexity=B; pos=명; classification=noun; hanja_ref=製品; senses=1
분야,word,bunya,,Field,,,C,517,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=506; source_complexity=C; pos=명; classification=noun; hanja_ref=分野; senses=1
선생,word,seonsaeng,,Teacher,,,A,518,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=507; source_complexity=A; pos=명; classification=noun; hanja_ref=先生; senses=1
돌아가다,word,doragada,,"to return, to go back",,,A,519,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=508; source_complexity=A; pos=동; classification=verb; senses=1
사업,word,saeop,,Business,,,B,520,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=509; source_complexity=B; pos=명; classification=noun; hanja_ref=事業; senses=1
행위,word,haengwi,,"An act, deed, behavior",,,C,521,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=510; source_complexity=C; pos=명; classification=noun; hanja_ref=行爲; senses=1
수준,word,sujun,,Level,,,C,522,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=511; source_complexity=C; pos=명; classification=noun; hanja_ref=水準; senses=1
지난해,word,jinanhae,,Last year,,,B,523,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=512; source_complexity=B; pos=명; classification=noun; senses=1
표현,word,pyohyeon,,"Verbal expression, representation, manifestation",,,B,524,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=513; source_complexity=B; pos=명; classification=noun; hanja_ref=表現; senses=1
기분,word,gibun,,Mood,,,A,525,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=514; source_complexity=A; pos=명; classification=noun; hanja_ref=氣分; senses=1
대,word,dae,,"generation; replacement; platform; pair, vs.; Used to count long, stick-like objects, such as arrows, rib bones, and cigarettes.; stalk",,,C,527,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=515, 1143, 2534, 4127, 5411; source_complexity=C, B; pos=의, 명; classification=noun; hanja_ref=代, 臺, 對.개인~개인, 담배한~, 줄기; senses=5"
젊다,word,jeolmda,,"To be young,youthful",,,B,528,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=516; source_complexity=B; pos=형; classification=adjective; senses=1
동시,word,dongsi,,the same time; concurrently,,,B,529,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=517; source_complexity=B; pos=명; classification=noun; hanja_ref=同時; senses=1
옷,word,os,,Clothes,,,A,530,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=518; source_complexity=A; pos=명; classification=noun; senses=1
기능,word,gineung,,Function or functionality,,,C,531,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=519, 4262; source_complexity=C; pos=명; classification=noun; hanja_ref=機能, 技能; senses=1"
순간,word,sungan,,"A moment,a second",,,B,532,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=520; source_complexity=B; pos=명; classification=noun; hanja_ref=瞬間; senses=1
전쟁,word,jeonjaeng,,War,,,B,533,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=521; source_complexity=B; pos=명; classification=noun; hanja_ref=戰爭; senses=1
꿈,word,kkum,,A Dream,,,A,535,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=523; source_complexity=A; pos=명; classification=noun; senses=1
할머니,word,halmeoni,,Grandmother,,,A,536,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=524; source_complexity=A; pos=명; classification=noun; senses=1
회의,word,hoeui,,"A meeting, a conference; doubt; skepticism",,,A,537,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=525, 4254; source_complexity=A, C; pos=명; classification=noun; hanja_ref=會議, 懷疑; senses=2"
방송,word,bangsong,,Broadcast,,,B,538,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=526; source_complexity=B; pos=명; classification=noun; hanja_ref=放送; senses=1
이야기하다,word,iyagihada,,To talk,,,A,539,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=527; source_complexity=A; pos=동; classification=verb; senses=1
나무,word,namu,,Tree,,,A,540,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=528; source_complexity=A; pos=명; classification=noun; senses=1
자다,word,jada,,To sleep,,,A,541,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=529; source_complexity=A; pos=동; classification=verb; senses=1
연극,word,yeongeuk,,"drama,a play",,,C,543,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=530; source_complexity=C; pos=명; classification=noun; hanja_ref=演劇; senses=1
마찬가지,word,machangaji,,The same,,,B,545,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=532; source_complexity=B; pos=명; classification=noun; senses=1
걷다,word,geotda,,To walk; (of sleeves) to roll up; (of sheets) to fold up,,,A,546,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=533, 4258, 5178; source_complexity=A, C; pos=동; classification=verb; hanja_ref=느릿느릿~, 소매를~, 빨래를~; senses=3"
노동,word,nodong,,"Labor, work",,,C,547,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=534; source_complexity=C; pos=명; classification=noun; hanja_ref=勞動; senses=1
이때,word,ittae,,"At this time, moment",,,A,548,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=535; source_complexity=A; pos=명; classification=noun; senses=1
과거,word,gwageo,,The past; classical examination system for the government service in old Korea,,,B,549,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=536, 5328; source_complexity=B, C; pos=명; classification=noun; hanja_ref=過去, 科擧; senses=2"
가치,word,gachi,,Price,,,C,550,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=537; source_complexity=C; pos=명; classification=noun; hanja_ref=價値; senses=1
집단,word,jipdan,,"A group, a collective body",,,C,552,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=539; source_complexity=C; pos=명; classification=noun; hanja_ref=集團; senses=1
현대,word,hyeondae,,"The present age, times",,,B,553,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=540; source_complexity=B; pos=명; classification=noun; hanja_ref=現代; senses=1
살펴보다,word,salpyeoboda,,Watch closely,,,B,555,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=541; source_complexity=B; pos=동; classification=verb; senses=1
장관,word,janggwan,,A government cabinet minister,,,C,556,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=542; source_complexity=C; pos=명; classification=noun; hanja_ref=長官; senses=1
차이,word,chai,,"difference,disparity",,,B,557,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=543; source_complexity=B; pos=명; classification=noun; hanja_ref=差異; senses=1
풀다,word,pulda,,"Untie, loosen ; to melt into",,,B,558,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=544; source_complexity=B; pos=동; classification=verb; senses=1
시절,word,sijeol,,"season,time,occasion",,,B,559,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=545; source_complexity=B; pos=명; classification=noun; hanja_ref=時節; senses=1
물건,word,mulgeon,,A thing,,,A,560,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=546; source_complexity=A; pos=명; classification=noun; hanja_ref=物件; senses=1
직접,word,jikjeop,,Directly,,,B,561,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=547, 2681; source_complexity=B; pos=부, 명; classification=adverb, noun; hanja_ref=直接; senses=1"
개인,word,gaein,,Private or individual,,,B,562,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=548; source_complexity=B; pos=명; classification=noun; hanja_ref=個人; senses=1
근데,word,geunde,,But or however,,,B,563,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=549; source_complexity=B; pos=부; classification=adverb; hanja_ref=그런데; senses=1
발,word,bal,,Foot,,,A,564,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=550; source_complexity=A; pos=명; classification=noun; hanja_ref=신체의일부; senses=1
작가,word,jakga,,"writer,author",,,B,565,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=551; source_complexity=B; pos=명; classification=noun; hanja_ref=作家; senses=1
효과,word,hyogwa,,"Effect, effectiveness",,,B,566,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=552; source_complexity=B; pos=명; classification=noun; hanja_ref=效果; senses=1
불교,word,bulgyo,,Buddhism,,,B,567,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=553; source_complexity=B; pos=명; classification=noun; hanja_ref=佛敎; senses=1
끌다,word,kkeulda,,Pull,,,B,568,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=554; source_complexity=B; pos=동; classification=verb; senses=1
대로,word,daero,,"Like, according to",,,C,569,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=555; source_complexity=C; pos=의; classification=noun; senses=1
빨리,word,ppalli,,Quickly,,,A,572,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=556; source_complexity=A; pos=부; classification=adverb; senses=1
시작되다,word,sijakdoeda,,"To begin,start",,,A,573,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=557; source_complexity=A; pos=동; classification=verb; hanja_ref=始作-; senses=1
둘,word,dul,,two (with counters),,,A,575,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=558; source_complexity=A; pos=수; classification=numeral; senses=1
설명하다,word,seolmyeonghada,,To explain,,,A,577,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=560; source_complexity=A; pos=동; classification=verb; hanja_ref=說明-; senses=1
우주,word,uju,,The universe,,,C,578,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=561; source_complexity=C; pos=명; classification=noun; hanja_ref=宇宙; senses=1
시기,word,sigi,,"An opportunity,chance; period of time, season",,,C,579,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=562, 3540; source_complexity=C; pos=명; classification=noun; hanja_ref=時機, 時期; senses=2"
마치,word,machi,,"As though, as if",,,B,580,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=563; source_complexity=B; pos=부; classification=adverb; senses=1
살,word,sal,,"Years old; flesh, muscle, skin",,,A,581,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=564, 2063; source_complexity=A, B; pos=의, 명; classification=noun; hanja_ref=한~, ~을빼다; senses=2"
생산,word,saengsan,,1) production 2)birth,,,C,582,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=565; source_complexity=C; pos=명; classification=noun; hanja_ref=生産; senses=1
바라다,word,barada,,"Wish, hope",,,B,583,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=566; source_complexity=B; pos=동; classification=verb; senses=1
강하다,word,ganghada,,To be strong or powerful,,,B,584,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=567; source_complexity=B; pos=형; classification=adjective; hanja_ref=强-; senses=1
경험,word,gyeongheom,,Experience or undergo or suffer,,,B,585,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=568; source_complexity=B; pos=명; classification=noun; hanja_ref=經驗; senses=1
음악,word,eumak,,Music,,,A,586,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=569; source_complexity=A; pos=명; classification=noun; hanja_ref=音樂; senses=1
최고,word,choego,,The best,,,B,587,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=570; source_complexity=B; pos=명; classification=noun; hanja_ref=最高; senses=1
나타내다,word,natanaeda,,"Show, display",,,B,588,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=571; source_complexity=B; pos=동; classification=verb; senses=1
아프다,word,apeuda,,To hurt,,,A,589,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=572; source_complexity=A; pos=형; classification=adjective; senses=1
적다,word,jeokda,,"To be small, few in number; write, write down",,,A,590,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=573, 1256; source_complexity=A; pos=형, 동; classification=adjective, verb; hanja_ref=경험이~, 답을~; senses=2"
비,word,bi,,Rain; gravestone; tombstone,,,A,592,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=574, 5275; source_complexity=A, C; pos=명; classification=noun; hanja_ref=~가내리다, 碑; senses=2"
고향,word,gohyang,,Hometown,,,A,593,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=575; source_complexity=A; pos=명; classification=noun; hanja_ref=故鄕; senses=1
